Date,AP1,AT1,TP1,TT1,AP2,AT2,TP2,TT2
2016-01-02 14:24:00,1657.8334942280487,188.59676910549874,1694.4904839845483,187.13755980748488,1575.367540286658,190.9560342265333,1482.2318489819115,189.65869824532746
2016-01-02 14:24:05,1545.6364203064006,195.82213066401854,1599.3390625568718,180.91467351570068,1510.6935500456045,190.82821121309476,1442.0586379919125,187.76056911329766
2016-01-02 14:24:10,1423.9161935773993,172.7140454055233,1422.9382223032385,179.90400952762667,1684.0754994808817,194.15591066283312,1641.3951454343025,189.68404336447358
2016-01-02 14:24:15,1562.3358847504596,186.222916126573,1552.5689139006504,182.69867804070824,1539.7573019770057,188.18356772174243,1610.2901715983235,187.94315053217827
2016-01-02 14:24:20,1542.86057985832,184.87966386872216,1533.8002725053457,185.1987934224243,1603.6693640249714,192.09255087749727,1462.1077187247076,181.6573969686224
2016-01-02 14:24:25,1417.4593434687076,188.62412803678038,1503.5268403201196,191.67703511128275,1452.9034648264824,190.83069618388603,1719.8516954340505,186.51563179710743
2016-01-02 14:24:30,1436.8321786233128,185.23378254668265,1475.3585273107617,168.0830239701746,1463.5169607930281,192.0575578018029,1623.2464717741723,186.51390195538423
2016-01-02 14:24:35,1675.4463286401399,187.8752934535143,1600.50762062045,174.51604434809985,1619.9448336101482,192.08031320966984,1566.7717921614058,187.45785602340067
2016-01-02 14:24:40,1513.6785852049238,176.39463536461483,1458.4241497849487,181.01778946781926,1531.8392974145124,187.02374723918555,1598.0076099200935,189.87533111617984
2016-01-02 14:24:45,1596.5075203879474,189.05723665555234,1594.3373811082017,181.5660532058129,1542.7258568938437,190.92631473822914,1549.7553431452195,188.16900270015435
2016-01-02 14:24:50,1460.8368457705537,188.42928243757638,1541.351389588034,182.09752979593088,1436.1856637579142,188.44976880301664,1622.19615612187,184.96271144718776
2016-01-02 14:24:55,1343.8170399251578,181.49293813548547,1621.4839240015335,180.6964597842515,1621.1215762999511,187.66612834523656,1579.6779185038924,190.55191932302077
2016-01-02 14:25:00,1504.1800249674084,196.63405745976092,1430.1867974749448,172.23209299282485,1489.6842426114058,191.2760474946436,1611.2503088112062,184.3794050055372
2016-01-02 14:25:05,1545.0033803166577,177.59493192083067,1457.0926145573662,183.90340417771912,1594.4477347505306,193.72880219664071,1571.606931919089,186.27748928077636
2016-01-02 14:25:10,1552.9940367957104,174.58540611216475,1495.3629584283626,180.80457640983144,1562.840977878622,187.13901175805645,1627.3612643620845,188.2417298350686
2016-01-02 14:25:15,1429.676821428658,184.81925597403833,1556.2358651631816,183.90139505929181,1664.100042781092,191.17495335410177,1640.8371461462732,190.0078781706747
2016-01-02 14:25:20,1508.3979907250243,179.93080431962824,1562.0603982377747,181.8338600426579,1607.1528969996846,185.65985038233234,1543.1593472518011,191.95413748479848
2016-01-02 14:25:25,1633.88040999125,179.85399356850195,1424.8544105601602,197.7204736199083,1528.6621256683393,186.97439080708318,1582.5596049595706,188.77802677758422
2016-01-02 14:25:30,1564.9933257411715,184.91953282001074,1306.8437828519134,196.45846796419224,1560.4237383229097,193.31998572619233,1541.5908493970578,188.86499169108706
2016-01-02 14:25:35,1528.6749786323585,185.3623271381545,1421.942770846737,177.6621352490507,1530.2578213985898,193.56850729883647,1652.6619457758666,182.50938519573242
2016-01-02 14:25:40,1439.6891294091415,175.97582354494423,1458.202365714827,179.42206804578112,1665.771662152976,186.37213101892712,1681.1989597515478,181.60997128403082
2016-01-02 14:25:45,1592.2004019543815,186.14633578839135,1559.5867117535045,181.7467071844637,1536.830417325504,191.3377161626158,1606.0348890095313,182.62967667135044
2016-01-02 14:25:50,1511.6464681371476,183.54648178628898,1409.8686647230206,175.60348440195688,1560.919559438453,184.51683103283398,1645.9908444480734,189.357549017133
2016-01-02 14:25:55,1525.9853942179743,183.53273161718045,1481.214951878742,178.26480072434995,1627.8832117298105,184.3609572552707,1507.5723987369902,190.74661239079987
2016-01-02 14:26:00,1417.5682695750652,176.97008913689885,1329.8797935479292,189.18112417479986,1549.2189202284183,192.19506936000792,1529.8531884728172,197.0884773849052
2016-01-02 14:26:05,1656.6885779110357,188.5039651535508,1649.4893103402828,184.21530239007987,1541.0552428016963,189.19512245338984,1599.5989800136138,188.62091664560432
