Date,AP1,AT1,TP1,TT1,AP2,AT2,TP2,TT2
1/1/2016 4:48,2019.757958,160.1378949,2115.796352,174.438948,2164.394082,176.5253204,2250.113108,176.5326998
1/1/2016 4:48,2212.706969,174.5103058,2188.933107,166.4144211,2308.073211,179.7213567,2057.546934,165.4329761
1/1/2016 4:48,2193.659017,176.7769374,2220.644217,166.3437757,2205.639211,181.9215356,2247.308284,176.28741
1/1/2016 4:48,2046.171475,174.8655402,2090.817843,156.5929751,2232.647584,174.130562,2386.891573,168.6843327
1/1/2016 4:48,2094.204189,176.7830602,2085.019425,163.3884076,2436.799784,178.7319893,2311.065195,176.6936868
1/1/2016 4:48,2151.290167,165.1797078,2157.042534,168.8026182,2161.283897,177.2638874,2269.703344,174.401684
1/1/2016 4:48,2143.597258,165.4940943,2223.932547,173.1671661,2140.687127,173.573804,2214.288288,169.3631445
1/1/2016 4:48,2157.591311,175.7479973,2335.635864,169.9948824,2281.545267,177.400861,2264.382609,177.0641005
1/1/2016 4:48,2176.373984,166.6837835,2264.793383,170.9355258,2262.201633,175.1407014,2259.24968,178.3540487
1/1/2016 4:48,2400.355383,172.7215889,2138.604671,166.1352024,2147.363186,176.7603757,,174.3764397
1/1/2016 4:48,2229.395924,172.1477308,2320.718226,172.3442126,2061.708431,178.231464,,174.6990082
1/1/2016 4:48,2189.293971,158.6553144,2115.313423,179.0005839,2136.011153,177.9074724,,171.6495817
1/1/2016 4:49,2173.462602,168.9055071,2158.069546,171.9698062,2094.214117,170.6319089,,180.4816765
1/1/2016 4:49,2244.097544,164.6731636,2209.634771,167.2997995,2285.779418,172.5089524,,180.5498569
1/1/2016 4:49,2339.111229,175.484626,2231.134696,169.0677728,2311.32549,177.0805274,,171.9427009
1/1/2016 4:49,2132.329766,177.8247004,2124.414733,164.1328289,2466.644324,169.8618109,,179.4421349
1/1/2016 4:49,2391.037536,158.4734968,2051.961592,170.0072149,,175.9365789,,182.9066949
1/1/2016 4:49,2171.939879,171.039083,2180.420814,181.0606863,2049.539883,172.7153195,,174.3676341
1/1/2016 4:49,2176.37132,185.8789531,2068.457135,165.5658821,2299.380545,182.7975758,,177.377845
1/1/2016 4:49,2117.138304,164.4171754,2178.785283,166.646528,2213.014774,177.6932358,,174.9092669
1/1/2016 4:49,2235.899809,178.811655,2269.369252,163.6192525,2228.961574,173.5993265,,179.1596842
1/1/2016 4:49,2198.480811,162.7334168,2230.811542,169.1081886,2337.298325,181.376186,,172.8610351
1/1/2016 4:49,2221.700524,173.7683146,2141.625154,181.9716371,2336.422537,172.8756741,,173.3807759
1/1/2016 4:49,2156.997463,166.0491842,2217.697753,174.8533839,2232.37924,174.5403349,,176.7788808
1/1/2016 4:50,2360.857815,167.7605823,2197.793586,172.6315259,2238.081031,181.2111375,,170.3117112
1/1/2016 4:50,2065.255442,169.0037245,2120.696377,169.888252,2214.778363,172.0222698,,177.7364569
1/1/2016 4:50,2235.035418,169.0757258,2313.253336,161.5602513,2218.330241,178.0629618,,171.4858425
1/1/2016 4:50,2160.97318,159.1780671,2215.185933,156.3030074,2282.425392,178.5739684,,176.7206762
1/1/2016 4:50,2168.111351,168.3691205,2104.441438,172.2316716,2291.327863,178.8272303,,173.6066976
1/1/2016 4:50,2069.035505,173.3102364,2239.379795,171.1898015,2221.954753,178.3497393,,171.8295316
1/1/2016 4:50,2264.294039,171.848808,2407.779554,174.8899236,2145.682134,177.7258331,,172.1200854
1/1/2016 4:50,2168.026126,170.4574391,2204.14071,178.5198001,2251.306751,178.7909835,2237.119028,170.30389
1/1/2016 4:50,2165.080637,169.4753783,2214.521195,167.7234654,2314.270734,175.3453477,2326.491278,170.1458
1/1/2016 4:50,2162.946226,160.8843508,2253.693853,173.6017138,2154.604623,171.9813118,2354.988411,176.6628658
1/1/2016 4:50,2039.426834,163.2994289,,182.6555566,2275.239627,174.1816305,2390.573744,179.7182177
1/1/2016 4:50,2196.083077,162.7444226,,169.9459546,2303.279676,176.6473301,2264.199019,176.3767361
1/1/2016 4:51,2172.253703,173.7652869,,176.064419,2192.036161,179.0117598,2167.169324,173.3509661
1/1/2016 4:51,2156.796563,171.4673968,,154.5837068,2157.297241,177.9645272,2286.268326,180.8251677
1/1/2016 4:51,2194.436458,167.398,,151.7053317,2309.18373,177.6484169,2320.960126,176.4242471
1/1/2016 4:51,2329.338541,179.7112792,,166.9008597,2448.247275,175.0050627,2127.52472,181.4857697
1/1/2016 4:51,2209.958842,167.8998274,,166.0810904,2224.498881,177.2345186,2267.390446,177.9844858
1/1/2016 4:51,2358.358452,172.4722586,,166.1812447,2137.399161,174.0594642,2301.025178,172.2805594
1/1/2016 4:51,1981.213477,175.9284294,,171.9576729,2163.359462,176.1080981,2232.205283,175.7466845
1/1/2016 4:51,2261.026108,175.3325108,,169.1284885,2241.868113,177.8688259,2190.068861,173.9112076
1/1/2016 4:51,2142.59452,155.8647197,,164.7214367,2160.436941,174.1842044,2275.868584,177.7851427
1/1/2016 4:51,2282.237166,168.4564002,,160.6976465,2216.671138,181.5935608,2277.541874,176.9940331
1/1/2016 4:51,2232.877189,160.7322999,,159.6872273,2184.894632,175.5104207,2339.039617,177.7427107
1/1/2016 4:51,2287.957137,158.932177,,157.8200532,2263.837142,178.7407556,2010.431582,173.8240597
1/1/2016 4:52,2339.776263,164.1883026,,160.1528145,2172.370853,174.1704626,2195.966604,170.2224414
1/1/2016 4:52,2071.451385,163.1639796,,170.654111,2365.998791,177.9962303,2341.516023,173.9867898
1/1/2016 4:52,2316.519816,176.3333828,,165.4573417,2293.518354,175.6576011,2277.748546,172.0379444
1/1/2016 4:52,2178.667034,180.4231961,,156.2155627,2225.625518,173.4919559,2205.623475,178.3593808
1/1/2016 4:52,2207.562952,171.5432357,,158.059109,2134.273731,181.9857555,2211.04971,173.1654166
1/1/2016 4:52,2370.968041,173.5712805,,152.2538493,2133.491611,173.0298773,2167.860409,173.5700722
1/1/2016 4:52,2372.273444,181.9981881,,183.5805056,2189.04797,177.9200892,2353.957631,178.7044024
1/1/2016 4:52,2097.740384,170.5743713,,163.9473938,2369.704573,176.5824686,2225.483069,176.8989886
1/1/2016 4:52,2188.434866,172.8967113,,173.3572817,2254.864726,181.8091172,2268.144943,172.1135341
1/1/2016 4:52,2154.306076,168.4047946,,162.8242302,2183.247601,176.0681954,2077.888201,170.1160712
1/1/2016 4:52,2290.953512,167.1246472,,166.0966714,2279.880077,171.183001,2222.446573,172.7696505
1/1/2016 4:52,2320.834451,166.6771858,,165.0899984,2235.350059,178.3184473,2356.567456,170.9314244
1/1/2016 4:53,2171.039485,168.7076345,,155.5968608,2397.017253,180.5443408,2243.365513,170.9789235
1/1/2016 4:53,2102.409427,178.6747896,2381.118816,164.5403507,2182.269891,169.396169,2251.550281,175.282006
1/1/2016 4:53,2247.848304,175.515513,2280.263709,165.4985898,2364.187305,178.918456,2221.506665,172.725373
1/1/2016 4:53,2191.306924,171.9029492,2059.53564,174.1142868,2168.662968,177.5757751,2204.064056,175.160733
1/1/2016 4:53,2248.071825,165.2938234,2258.275614,157.3447196,2313.145047,175.6939885,2319.087201,173.0770072
1/1/2016 4:53,2268.049321,170.5723711,2192.153655,168.2346442,2179.295124,174.8269276,2198.777982,180.2165338
